word_index	level	word	pinyin	part_of_speech	pinyin_numbered	pinyin_cc-cedict	traditional_cc-cedict	definition_cc-cedict
191	1	书店	shūdiàn	名	shu1 dian4	shu1 dian4	書店	bookstore/CL:家[jia1]
192	1	水	shuǐ	名	shui3	shui3	水	surname Shui/water/(after a name) ... River/to swim (used mostly in 會水|会水[hui4 shui3] and 水性[shui3 xing4])/(coll.) lacking in substance; shoddy/(bound form) additional cost; extra income/classifier for washings of a garment
193	1	水果	shuǐguǒ	名	shui3 guo3	shui3 guo3	水果	fruit/CL:個|个[ge4]
194	1	睡	shuì	动	shui4	shui4	睡	to sleep/to lie down
195	1	睡觉	shuìjiào	动	shui4 jiao4	shui4 jiao4	睡覺	to go to bed/to sleep
196	1	说	shuō	动	shuo1	shuo1	說/説	to speak; to talk; to say/to explain; to comment/to scold; to tell off/(bound form) theory; doctrine/variant of 說|说[shuo1]
197	1	说话	shuōhuà	动	shuo1 hua4	shuo1 hua4	說話	to speak/to say/to talk/to gossip/to tell stories/talk/word
198	1	四	sì	数	si4	si4	四	four/4
199	1	岁	suì	量	sui4	sui4	嵗/歲	classifier for years (of age)/year/year (of crop harvests)/variant of 歲|岁[sui4], year/years old
200	1	他	tā	代	ta1	ta1	他	(third-person singular) (since the early 20th century, usu. male) he; him; his/(bound form) other; another; some other (as in 他日[ta1 ri4] and 他人[ta1 ren2])
201	1	它	tā	代	ta1	ta1	它/牠	it/it (pronoun for an animal)
202	1	她	tā	代	ta1	ta1	她	she
203	1	他们	tāmen	代	ta1 men5	ta1 men5	他們	they; them
204	1	它们	tāmen	代	ta1 men5	ta1 men5	它們	they; them
205	1	她们	tāmen	代	ta1 men5	ta1 men5	她們	they; them (females)
206	1	太	tài	副	tai4	tai4	太	highest/greatest/too (much)/very/extremely
207	1	天	tiān	名、量	tian1	tian1	天	day/sky/heaven
208	1	天气	tiānqì	名	tian1 qi4	tian1 qi4	天氣	weather
209	1	听	tīng	动	ting1	ting1	聽	to listen to; to hear/to heed; to obey/a can (loanword from English "tin")/classifier for canned beverages/to let be; to allow (Taiwan pr. [ting4])/(literary) to administer; to deal with (Taiwan pr. [ting4])
210	1	听见	tīngjiàn	动	ting1 jian4	ting1 jian4	聽見	to hear
211	1	同学	tóngxué	名	tong2 xue2	tong2 xue2	同學	to study at the same school/fellow student/classmate/CL:位[wei4],個|个[ge4]
212	1	外	wài	名	wai4	wai4	外	outside/in addition/foreign/external
213	1	外边	wàibian	名	wai4 bian5	wai4 bian5	外邊	outside/outer surface/abroad/place other than one's home
214	1	玩	wán	动	wan2	wan2	玩/翫	to play/to have fun/to trifle with/toy/sth used for amusement/curio or antique (Taiwan pr. [wan4])/to keep sth for entertainment/variant of 玩[wan2]/Taiwan pr. [wan4]
215	1	晚	wǎn	形	wan3	wan3	晚	evening/night/late
216	1	晚饭	wǎnfàn	名	wan3 fan4	wan3 fan4	晚飯	evening meal/dinner/supper/CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]
217	1	晚上	wǎnshang	名	wan3 shang5	wan3 shang5	晚上	evening/night/CL:個|个[ge4]/in the evening
218	1	喂1	wèi	叹	wei4	wei4	喂/餧/餵	hey/to feed (an animal, baby, invalid etc)/to feed/variant of 餵|喂[wei4]
219	1	问	wèn	动	wen4	wen4	問	to ask; to inquire
220	1	问题	wèntí	名	wen4 ti2	wen4 ti2	問題	question/problem/issue/topic/CL:個|个[ge4]
221	1	我	wǒ	代	wo3	wo3	我	I; me; my
222	1	我们	wǒmen	代	wo3 men5	wo3 men5	我們	we; us; ourselves; our
223	1	五	wǔ	数	wu3	wu3	五	five/5
224	1	午饭	wǔfàn	名	wu3 fan4	wu3 fan4	午飯	lunch/CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]
225	1	喜欢	xǐhuan	动	xi3 huan5	xi3 huan5	喜歡	to like; to be fond of
226	1	下	xià	名、动、量	xia4	xia4	下	down/downwards/below/lower/later/next (week etc)/second (of two parts)/to decline/to go down/to arrive at (a decision, conclusion etc)/measure word to show the frequency of an action
227	1	下雨	xiàyǔ		xia4 yu3	xia4 yu3	下雨	to rain
228	1	下班	xiàbān	动	xia4 ban1	xia4 ban1	下班	to finish work; to get off work/next service (train, bus etc)
229	1	下课	xiàkè	动	xia4 ke4	xia4 ke4	下課	to finish class/to get out of class/(fig.) (esp. of a sports coach) to be dismissed/to be fired
230	1	下午	xiàwǔ	名	xia4 wu3	xia4 wu3	下午	afternoon/CL:個|个[ge4]/p.m.
231	1	先生	xiānsheng	名	xian1 sheng5	xian1 sheng5	先生	teacher/gentleman; sir; mister (Mr.)/husband/(dialect) doctor/CL:位[wei4]
232	1	现在	xiànzài	名	xian4 zai4	xian4 zai4	現在	now; at present; currently
233	1	想	xiǎng	动	xiang3	xiang3	想	to think (about)/to think of; to devise/to think (that); to believe (that)/to desire; to want (to)/to miss (feel wistful about the absence of)
234	1	小	xiǎo	形、前缀	xiao3	xiao3	小	small/tiny/few/young
235	1	小朋友	xiǎopéngyǒu	名	xiao3 peng2 you3	xiao3 peng2 you3	小朋友	child; kid (used to refer to a child, or by an adult to address a child, or, in Taiwan, to refer to sb's own child)/CL:個|个[ge4]
236	1	小时	xiǎoshí	名	xiao3 shi2	xiao3 shi2	小時	hour/CL:個|个[ge4]
237	1	小学	xiǎoxué	名	xiao3 xue2	xiao3 xue2	小學	elementary school; primary school
238	1	小学生	xiǎoxuéshēng	名	xiao3 xue2 sheng1	xiao3 xue2 sheng1	小學生	primary school student/schoolchild/CL:個|个[ge4],名[ming2]/(fig.) beginner
239	1	些	xiē	量	xie1	xie1	些	classifier indicating a small amount or small number greater than 1: some, a few, several
240	1	写	xiě	动	xie3	xie3	寫	to write
241	1	谢谢	xièxie	动	xie4 xie5	xie4 xie5	謝謝	to thank/thanks/thank you
242	1	新	xīn	形	xin1	xin1	新	abbr. for Xinjiang 新疆[Xin1 jiang1]/abbr. for Singapore 新加坡[Xin1 jia1 po1]/surname Xin/new/newly/meso- (chemistry)
243	1	星期	xīngqī	名	xing1 qi1	xing1 qi1	星期	week/CL:個|个[ge4]/day of the week/Sunday
244	1	星期日	xīngqīrì	名	xing1 qi1 ri4	xing1 qi1 ri4	星期日	Sunday
245	1	星期天	xīngqītiān	名	xing1 qi1 tian1	xing1 qi1 tian1	星期天	Sunday
246	1	休息	xiūxi	动	xiu1 xi5	xiu1 xi5	休息	rest/to rest
247	1	学	xué	动	xue2	xue2	學	to learn/to study/to imitate/science/-ology
248	1	学生	xuéshēng	名	xue2 sheng1	xue2 sheng5	學生	student/schoolchild
249	1	学习	xuéxí	动	xue2 xi2	xue2 xi2	學習	to learn/to study
250	1	学校	xuéxiào	名	xue2 xiao4	xue2 xiao4	學校	school/CL:所[suo3]
251	1	雪	xuě	名	xue3	xue3	雪	snow/CL:場|场[chang2]/(literary) to wipe away (a humiliation etc)/surname Xue
252	1	要	yào	动	yao4	yao4	要	to want; to need; to ask for/will; shall; about to/need to; should/if (same as 要是[yao4 shi5])/(bound form) important
253	1	也	yě	副	ye3	ye3	也	also; too; as well; (not ...) either/(used after a verbal or nominal expression X to indicate that X is an extreme or unexpected case) even (X)/(literary) particle having functions similar to 啊[a5]/surname Ye
254	1	一	yī	数	yi1	yi1	一	one/single/a (article)/as soon as/entire; whole; all; throughout/"one" radical in Chinese characters (Kangxi radical 1)/also pr. [yao1] for greater clarity when spelling out numbers digit by digit
255	1	衣服	yīfu	名	yi1 fu5	yi1 fu5	衣服	clothes/CL:件[jian4],套[tao4]
256	1	医生	yīshēng	名	yi1 sheng1	yi1 sheng1	醫生	doctor/CL:個|个[ge4],位[wei4],名[ming2]
257	1	医院	yīyuàn	名	yi1 yuan4	yi1 yuan4	醫院	hospital/CL:所[suo3],家[jia1],座[zuo4]
258	1	一半	yíbàn	数	yi2 ban4	yi1 ban4	一半	half
259	1	一下	yíxià	数量	yi2 xia4	yi1 xia4	一下	(after a verb) a bit; a little (indicating brief duration, or softening the tone, or suggesting giving sth a try)/all at once; suddenly
259	4	一下	yíxià	副	yi2 xia4	yi1 xia4	一下	(after a verb) a bit; a little (indicating brief duration, or softening the tone, or suggesting giving sth a try)/all at once; suddenly
260	1	椅子	yǐzi	名	yi3 zi5	yi3 zi5	椅子	chair/CL:把[ba3],張|张[zhang1]
261	1	一点儿	yìdiǎnr	数量	yi4 dian3 r5	yi1 dian3 r5	一點兒	erhua variant of 一點|一点[yi1 dian3]
262	1	一些	yìxiē	数量	yi4 xie1	yi1 xie1	一些	some; a few; a little; (following an adjective) slightly ...er
263	1	有	yǒu	动	you3	you3	有	to have; there is/(bound form) having; with; -ful; -ed; -al (as in 有意[you3 yi4] intentional)
264	1	有的	yǒude	代	you3 de5	you3 de5	有的	(there are) some (who are...)/some (exist)
265	1	有点儿	yǒudiǎnr	副	you3 dian3 r5	you3 dian3 r5	有點兒	slightly/a little/somewhat
266	1	有些	yǒuxiē	代	you3 xie1	you3 xie1	有些	some/somewhat
266	3	有些	yǒuxiē	副	you3 xie1	you3 xie1	有些	some/somewhat
267	1	雨	yǔ	名	yu3	yu3	雨	rain/CL:陣|阵[zhen4],場|场[chang2]
268	1	元	yuán	量	yuan2	yuan2	元	currency unit (esp. Chinese yuan)/(bound form) first; original; primary/(bound form) basic; fundamental/(bound form) constituent; part/(prefix) meta-/(math.) argument; variable/era (of a reign)/(Tw) (geology) eon/surname Yuan/Yuan dynasty (1279–1368)
269	1	月	yuè	名	yue4	yue4	月	moon/month/monthly/CL:個|个[ge4],輪|轮[lun2]
270	1	再	zài	副	zai4	zai4	再	again; once more; re-/further; beyond this point of time/(before an adjective) more/then (after sth, and not until then)/no matter how ... (followed by an adjective or verb, and then (usually) 也[ye3] or 都[dou1] for emphasis)/(used to introduce additional information, as in 再則|再则[zai4 ze2], 再就是[zai4 jiu4 shi4] etc)/(literary) to reappear; to reoccur
271	1	在	zài	动、介、副	zai4	zai4	在	to exist; to be alive/(of sb or sth) to be (located) at/(used before a verb to indicate an action in progress)
272	1	再见	zàijiàn	动	zai4 jian4	zai4 jian4	再見	goodbye/see you again later
273	1	早	zǎo	形	zao3	zao3	早	early/morning/Good morning!/long ago/prematurely
274	1	早饭	zǎofàn	名	zao3 fan4	zao3 fan4	早飯	breakfast/CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]
275	1	早上	zǎoshang	名	zao3 shang5	zao3 shang5	早上	early morning/CL:個|个[ge4]
276	1	怎么	zěnme	代	zen3 me5	zen3 me5	怎麼/怎麽	how?/what?/why?/variant of 怎麼|怎么[zen3 me5]
277	1	怎么样	zěnmeyàng	代	zen3 me5 yang4	zen3 me5 yang4	怎麼樣	how?/how about?/how was it?/how are things?
278	1	找	zhǎo	动	zhao3	zhao3	找	to try to find/to look for/to call on sb/to find/to seek/to return/to give change
279	1	这	zhè	代	zhe4	zhe4	這	(pronoun) this; these/(bound form) this; the (followed by a noun)/(bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhei4], esp. in Beijing)
280	1	这边	zhèbiān	代	zhe4 bian1	zhe4 bian1	這邊	this side/here
281	1	这个	zhège	代	zhe4 ge5	zhe4 ge5	這個	(pronoun) this/(adjective) this
282	1	这里	zhèlǐ	代	zhe4 li3	zhe4 li3	這裏/這裡	here/variant of 這裡|这里[zhe4 li3]
283	1	这儿	zhèr	代	zhe4 r5	zhe4 r5	這兒	here
284	1	这些	zhèxiē	代	zhe4 xie1	zhe4 xie1	這些	these
285	1	真	zhēn	副	zhen1	zhen1	真	really/truly/indeed/real/true/genuine
285	4	真	zhēn	形	zhen1	zhen1	真	really/truly/indeed/real/true/genuine
286	1	正在	zhèngzài	副	zheng4 zai4	zheng4 zai4	正在	to be in the process of (doing sth); to be currently ...-ing
287	1	只	zhī	量	zhi1	zhi1	只/秖/隻	classifier for birds and certain animals, one of a pair, some utensils, vessels etc/grain that has begun to ripen/variant of 隻|只[zhi1]
288	1	知道	zhīdào	动	zhi1 dao4	zhi1 dao4	知道	to know; to become aware of/also pr. [zhi1dao5]
289	1	中国	Zhōngguó	名	zhong1 guo2	zhong1 guo2	中國	China
290	1	中文	Zhōngwén	名	zhong1 wen2	zhong1 wen2	中文	Chinese language
291	1	中午	zhōngwǔ	名	zhong1 wu3	zhong1 wu3	中午	noon/midday/CL:個|个[ge4]
292	1	中学	zhōngxué	名	zhong1 xue2	zhong1 xue2	中學	middle school
293	1	中学生	zhōngxuéshēng	名	zhong1 xue2 sheng1	zhong1 xue2 sheng1	中學生	middle-school student/high school student
294	1	住	zhù	动	zhu4	zhu4	住	to live; to reside; to stay/to stop; to cease/(result complement indicating firmness or a stable achieved state)
295	1	桌子	zhuōzi	名	zhuo1 zi5	zhuo1 zi5	桌子	table/desk/CL:張|张[zhang1],套[tao4]
296	1	字	zì	名	zi4	zi4	字	letter/symbol/character/word/CL:個|个[ge4]/courtesy or style name traditionally given to males aged 20 in dynastic China
297	1	昨天	zuótiān	名	zuo2 tian1	zuo2 tian1	昨天	yesterday
298	1	坐	zuò	动	zuo4	zuo4	坐	surname Zuo/to sit/to take a seat/to take (a bus, airplane etc)/to bear fruit/variant of 座[zuo4]
299	1	做	zuò	动	zuo4	zuo4	做	to make; to produce/to write; to compose/to do; to engage in; to hold (a party etc)/(of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc)/(of a thing) to serve as; to be used for/to assume (an air or manner)
300	1	做饭	zuòfàn		zuo4 fan4	zuo4 fan4	做飯	to prepare a meal/to cook
301	2	啊	a	助	a5	a5	啊	modal particle ending sentence, showing affirmation, approval, or consent
302	2	爱好	àihào	动、名	ai4 hao4	ai4 hao4	愛好	to like; to be fond of; to take pleasure in; to be keen on/interest; hobby/CL:個|个[ge4]
303	2	白色	báisè	名	bai2 se4	bai2 se4	白色	white/fig. reactionary/anti-communist
304	2	班	bān	名	ban1	ban1	班	surname Ban/team; class; grade/(military) squad/work shift/CL:個|个[ge4]/classifier for groups of people and scheduled transport vehicles
304	5	班	bān	量	ban1	ban1	班	surname Ban/team; class; grade/(military) squad/work shift/CL:個|个[ge4]/classifier for groups of people and scheduled transport vehicles
305	2	帮	bāng	动	bang1	bang1	幇/幚/幫	old variant of 幫|帮[bang1]/to help/to assist/to support/for sb (i.e. as a help)/hired (as worker)/side (of pail, boat etc)/outer layer/upper (of a shoe)/group/gang/clique/party/secret society
306	2	帮忙	bāngmáng	动	bang1 mang2	bang1 mang2	幫忙	to help/to lend a hand/to do a favor/to do a good turn
307	2	包	bāo	动、名、量	bao1	bao1	包	surname Bao/to cover/to wrap/to hold/to include/to take charge of/to contract (to or for)/package/wrapper/container/bag/to hold or embrace/bundle/packet/CL:個|个[ge4],隻|只[zhi1]
308	2	本子	běnzi	名	ben3 zi5	ben3 zi5	本子	book/notebook/Japanese-style self-published comic (esp. an erotic one), aka "dōjinshi"/CL:本[ben3]/edition
309	2	比	bǐ	动、介	bi3	bi3	比	Belgium/Belgian/abbr. for 比利時|比利时[Bi3 li4 shi2]/to compare/(followed by a noun and adjective) more {adj.} than {noun}/ratio/to gesture/(Taiwan pr. [bi4] in some compounds derived from Classical Chinese)
310	2	笔	bǐ	名	bi3	bi3	筆	writing brush; writing implement (pen, pencil etc) (CL:支[zhi1],枝[zhi1])/brushstroke; stroke (in painting or calligraphy)/(bound form) style of writing; literary manner; technique of brushwork/(classifier) stroke of a Chinese character/(classifier) sum of money; financial transaction; piece of business/(literary) to write (with a brush or pen)
310	5	笔	bǐ	量	bi3	bi3	筆	writing brush; writing implement (pen, pencil etc) (CL:支[zhi1],枝[zhi1])/brushstroke; stroke (in painting or calligraphy)/(bound form) style of writing; literary manner; technique of brushwork/(classifier) stroke of a Chinese character/(classifier) sum of money; financial transaction; piece of business/(literary) to write (with a brush or pen)
311	2	别1	bié	副	bie2	bie2	別	surname Bie/to leave; to part (from)/(literary) to differentiate; to distinguish/(dialect) to turn away; to turn aside; to avert (one's face, gaze etc)/(bound form) other; another; different/don't ...!/to fasten with a pin or clip/to stick in; to insert (in order to hinder movement)/(noun suffix) category (as in 性別|性别[xing4 bie2], 派別|派别[pai4 bie2])
312	2	不错	búcuò	形	bu2 cuo4	bu4 cuo4	不錯	correct/right/not bad/pretty good
313	2	不好意思	bùhǎoyìsi		bu4 hao3 yi4 si5	bu4 hao3 yi4 si5	不好意思	to feel embarrassed/to find it embarrassing/to be sorry (for inconveniencing sb)
314	2	长	cháng	形	chang2	chang2	長	long/(bound form) length/(bound form) strong point; forte/(bound form) to be good at/(literary) surplus; spare (Taiwan pr. [zhang4])
315	2	车站	chēzhàn	名	che1 zhan4	che1 zhan4	車站	rail station/bus stop/CL:處|处[chu4],個|个[ge4]
316	2	出	chū	动	chu1	chu1	出/齣	to go out; to come out/to arise; to occur/to produce; to yield/to go beyond; to exceed/(used after a verb to indicate an outward direction or a positive result)/classifier for dramas, plays, operas etc/variant of 出[chu1] (classifier for plays or chapters of classical novels)
317	2	出国	chūguó	动	chu1 guo2	chu1 guo2	出國	to go abroad; to leave the country
318	2	出来	chūlái	动	chu1 lai2	chu1 lai2	出來	to come out/to appear/to arise
319	2	出门	chūmén	动	chu1 men2	chu1 men2	出門	to go out/to leave home/to go on a journey/away from home/(of a woman) to get married
320	2	出去	chūqù	动	chu1 qu4	chu1 qu4	出去	to go out
321	2	床	chuáng	名	chuang2	chuang2	床/牀	bed; couch (furniture that one can lie down on) (CL:張|张[zhang1])/bed; bottom (of rivers, oceans, gardens etc)/frame; chassis/classifier for blankets, quilts etc/variant of 床[chuang2]
322	2	词	cí	名	ci2	ci2	䛐/詞	old variant of 詞|词[ci2]/word/statement; speech; lyrics/a form of lyric poetry, flourishing in the Song dynasty 宋朝[Song4 chao2] (CL:首[shou3])
323	2	次	cì	量	ci4	ci4	次	next in sequence/second/the second (day, time etc)/secondary/vice-/sub-/infra-/inferior quality/substandard/order/sequence/hypo- (chemistry)/classifier for enumerated events: time
323	7-9	次	cì	形	ci4	ci4	次	next in sequence/second/the second (day, time etc)/secondary/vice-/sub-/infra-/inferior quality/substandard/order/sequence/hypo- (chemistry)/classifier for enumerated events: time
324	2	从	cóng	介	cong2	cong2	从/從	from; through; via/(bound form) to follow/(bound form) to obey/(bound form) to engage in (an activity)/(used before a negative) ever/(bound form) (Taiwan pr. [zong4]) retainer; attendant/(bound form) (Taiwan pr. [zong4]) assistant; auxiliary; subordinate/(bound form) (Taiwan pr. [zong4]) related by common paternal grandfather or earlier ancestor/surname Cong/variant of 從|从[cong2]
